0.00000e+00,1.00000e+00,2.00000e+00,3.00000e+00,4.00000e+00
1.00000e-06,6.94186e-310,3.73427e+04,2.00062e+04,2.00069e+04
1.00000e-05,6.94186e-310,3.73427e+04,2.00062e+04,2.00069e+04
1.00000e-04,5.43817e-310,3.73427e+04,2.00062e+04,2.00069e+04
1.00000e-03,5.43817e-310,3.73426e+04,2.00062e+04,2.00069e+04
1.00000e-02,5.88785e+00,3.73419e+04,2.00060e+04,2.00073e+04
1.00000e-01,4.35701e+01,3.73343e+04,2.00046e+04,2.00140e+04
1.00000e+00,1.71402e+01,3.72597e+04,2.00104e+04,2.00877e+04
1.00000e+01,5.49533e+00,3.66353e+04,2.06875e+04,2.01468e+04
1.00000e+02,3.82710e+01,3.87107e+04,2.41588e+04,2.08719e+04
3.00000e+02,5.56075e+00,6.21938e+04,3.48534e+04,2.68364e+04
6.00000e+02,3.70935e+01,9.73603e+04,5.62252e+04,4.08061e+04
9.00000e+02,4.34393e+01,1.23253e+05,7.65306e+04,5.58958e+04
